Station Code,Monitoring Location,State,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max
1624,RIVER IRIL AT LILONG,MANIPUR,19,29,7,7.4,7.2,7.4,150,280,3.1,3.4,0,0,55,75,100,195,,
2873,RIVER IRIL AT LILONG,MANIPUR,21,28,6.9,7.4,7.2,7.4,210,310,3.1,3.3,0,0,55,90,120,185,,
1458,RIVER IRIL AT PORAMPET,MANIPUR,18,28,7.2,7.5,7.3,7.5,210,350,3,3.3,0,0,45,60,70,110,,
1926,"RIVER KHUJAIROK NEAR ELORA HOTEL ROAD, MOREH",MANIPUR,20,28,6.1,7.3,6.8,7.2,340,390,3.3,4.5,0,0,120,260,295,800,,
2867,RIVER MAHA NEAR KOMLATHABI BAZAR,MANIPUR,18,22,7,7.3,7.2,7.3,240,290,3.2,3.4,0,0,15,20,40,45,,
2879,RIVER MANIPUR AT ETHAI BARRAGE,MANIPUR,18,28,6.9,7.5,7.1,7.4,160,224,3.1,3.4,0,0,60,95,150,230,,
2852,RIVER MANIPUR AT SEKMAIJIN,MANIPUR,19,28,7.2,7.4,7.2,7.5,160,210,3.2,3.4,0,0,60,85,140,225,,
2857,RIVER MANIPUR AT THOUBAL,MANIPUR,20,28,6.7,7.4,7.1,7.4,180,310,3.1,3.5,0,0,60,90,125,200,,
1626,RIVER NAMBUL AT HEIRANGOITHONG,MANIPUR,20,28,5.1,7.1,6.8,7.5,300,720,4.2,4.7,0,0,200,255,785,1265,,
1625,RIVER NAMBUL AT HUMP BRIDGE,MANIPUR,20,28,5.3,7,6.9,7.1,280,780,4.1,4.8,0,0,195,240,755,1400,,
2860,RIVER NAMBUL AT NAOREMTHONG,MANIPUR,20,28,6.5,7.2,6.4,7.3,190,320,4,4.5,0,0,85,125,170,325,,
2858,RIVER NAMBUL AT SAMUSANG (U.K. ROAD),MANIPUR,19,28,6.7,7.3,6.8,7.3,130,350,4.1,4.7,0,0,90,125,200,270,,
2859,RIVER NAMBUL AT SINGDA DAM,MANIPUR,18,23,7.3,7.8,7.2,7.5,108,220,3.1,3.3,0,0,15,40,30,200,,
1927,"RIVER SEKMAI RIVER, KAKCHING",MANIPUR,19,28,7,7.4,7.2,7.4,140,190,3,3.4,0,0,20,70,65,125,,
2872,RIVER THOUBAL AT LITAN BRIDGE,MANIPUR,19,23,7.3,7.4,7.2,7.4,180,220,3,3.3,0,0,30,45,60,70,,
2854,RIVER THOUBAL AT PHADOM,MANIPUR,19,29,7.1,7.4,7.2,7.4,160,198,3.2,3.4,0,0,20,55,50,80,,
2870,RIVER THOUBAL AT SHONG KONG,MANIPUR,18,23,7.2,7.4,7.2,7.4,210,230,3.2,4.4,0,0,15,25,50,74,,
2856,RIVER THOUBAL AT YAIRIPOK,MANIPUR,19,29,7,7.4,7.2,7.4,220,280,3.2,3.4,0,0,45,70,95,172,,
2871,RIVER THOUBAL KONG NEAR YAOLEN VILLAGE,MANIPUR,19,23,6.7,7.3,7.2,7.3,220,340,3.1,3.9,0,0,20,45,50,60,,
2853,RIVER THOUBAL ON MAPITHEL DAM,MANIPUR,19,28,7.1,7.4,7.3,7.5,150,220,2.9,3.4,0,0,15,45,55,140,,
2855,RIVER WANGJING AT HEIROK,MANIPUR,19,29,7.1,7.4,7.1,7.4,160,212,3.2,3.5,0,0,45,60,80,135,,
2876,RIVER WANGJING AT WANGJING,MANIPUR,19,29,7.2,7.4,7.1,7.4,190,280,3.2,3.5,0,0,6,75,130,190,,
3357,"RIVER UMNGOT AT SMIT,",MEGHALAYA,8,19,6.7,8.1,6.6,7.1,36,52,1.1,1.8,0.32,0.73,10,41,350,790,4,23
3358,RIVER UMNGOT AT DAWKI,MEGHALAYA,13,29,7.3,8.2,6.9,7.5,35,48,1,1.2,0.37,5.46,2,2,23,46,2,2
3375,RIVER LUNAR AT MYNDIHATI (TRIBUTARY OF LUKHA),MEGHALAYA,14,19,6.4,7.4,2.5,3,630,1346,1.8,2.7,0.32,0.44,2,2,2,2,2,2
3376,RIVER LUKHA AT SONAPUR,MEGHALAYA,14,18.6,6.8,8.6,6.8,7.6,143,388,1,1.8,0.32,5.62,2,14,70,170,2,4
3384,RIVER BUGI AT DALU,MEGHALAYA,15,22,6.7,7.5,7,7.9,65,85,1.9,2.5,0.32,0.53,48,170,540,940,12,38
3383,RIVER BUGI AT MIBONPARA,MEGHALAYA,15,21,6.9,7.5,7.1,7.6,64,96,1.3,2.1,0.32,0.53,23,120,330,790,2,36
4112,RIVER GANOL AT GAROBADHA,MEGHALAYA,16,23,6.6,7.9,6.9,7.4,58,87,1.4,2.5,0.32,5.38,10,40,280,790,4,22
1632,RIVER GANOL TURA,MEGHALAYA,15,22,6.9,7.9,6.9,7.5,53,72,1.3,2,0.32,0.55,79,300,540,1200,10,79
3355,RIVER UMIAM MAWPHLANG AT MAWPHLANG,MEGHALAYA,9,19,6.7,7.9,6.7,7.2,33,39,1.2,2.3,0.4,0.8,11,44,240,790,2,17
3353,RIVER UMIAM MAWPHLANG AT NONGKREM,MEGHALAYA,10,19,6.4,7.6,6.6,7.2,42,108,1.6,2.3,0.36,1.55,130,330,840,1400,23,84
3356,RIVER UMIAM MAWPHLANG AT SHELLA,MEGHALAYA,16,23,7,8.4,7.1,7.8,76,120,1,1.2,0.32,0.53,2,4,38,58,2,2
3354,RIVER UMIAM MAWPHLANG AT UMTYNGNGAR,MEGHALAYA,12,23,6.9,7.8,6.7,7.1,40,55,1.6,2.5,0.47,5.48,27,68,120,1300,6,31
3352,RIVER UMKHEN AT DIENGPASOH,MEGHALAYA,12,21,6.8,8.1,6.9,7.5,35,51,1.2,1.8,0.32,1.22,7,33,210,350,2,9
3351,"RIVER UMKHEN AT KSEHPONGDENG,",MEGHALAYA,10,20,6.6,8.1,6.7,8,38,55,1.2,2,0.32,0.53,9,21,210,350,2,10
3350,"RIVER UMKHEN AT WAH KDAIT,",MEGHALAYA,14,19,6.2,7.3,6.7,7.1,48,79,1.2,2.4,1.08,2.52,11,58,280,1400,2,24
3359,"RIVER UMKHRAH AT DEMTHRING, SHILLONG",MEGHALAYA,14,20,0.3,4.4,6.7,7.6,251,780,9.6,52,0.32,8.92,4300,46000,17000,140000,1100,11000
3361,"RIVER UMKHRAH AT MAWLAI, NEAR SLAUGHTER HOUSE",MEGHALAYA,14,21,0.3,4.8,6.7,7.4,289,525,11,55,0.62,4.52,21000,84000,63000,350000,5800,27000
3362,"RIVER UMKHRAH AT MAWPDANG, MAWLAI",MEGHALAYA,14,21,0.3,5.7,6.7,7.5,326,672,9.3,56,0.64,6.22,14000,79000,46000,330000,3800,24000
3360,"RIVER UMKHRAH AT UMKALIAR, SHILLONG",MEGHALAYA,14,21,2.4,6.3,6.7,7.6,226,362,3.5,20,0.64,9.52,2500,8400,5200,42000,540,3300
3364,"RIVER UMSHYRPI AT LAW COLLEGE, DHANKETI,",MEGHALAYA,14,21,0.3,3.8,6.7,7.2,230,471,13,59,0.41,1.14,17000,79000,70000,280000,4600,17000
3363,RIVER UMSHYRPI AT RISA COLONY,MEGHALAYA,10,20,7,8,6.7,7.2,32,55,1.3,2,0.53,1.84,2,22,63,170,2,8
3365,RIVER UMSHYRPI AT UMSHYRPI BRIDGE,MEGHALAYA,13,20,0.9,5.8,6.7,7.4,162,307,7.3,39,0.4,5.52,2700,13000,14000,63000,680,3600
1427,RIVER UMTREW AT BYRNIHAT EAST,MEGHALAYA,14,23,6.8,8.2,6.8,7.6,41,85,1.7,2.6,0.32,0.92,330,630,2100,4300,150,320
3366,"RIVER UMTREW AT UMRAN,",MEGHALAYA,14,20,6.8,7.8,6.9,7.5,36,51,1.4,2.2,0.32,0.53,7,220,110,940,2,43
4111,RIVER SIMSANG AT NANGALBIBRA BRIDGE,MEGHALAYA,16,22,7,7.6,6.9,7.2,51,76,1.2,1.8,0.32,0.51,6,120,230,700,2,22
4326,RIVER SIMSANG AT BAGHMARA,MEGHALAYA,16,23,7.2,7.8,7,7.2,59,77,1.2,1.9,0.33,0.48,23,130,430,700,4,38
2424,RIVER BUDHABALANGA AT BALASORE D/S,ODISHA,20,28,5.2,9.6,6.9,8.5,134,14560,1.1,2.2,0.32,1.55,330,7900,1700,24000,,
2425,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ODISHA,15,26,4.9,10.6,6.8,7.9,70,145,1.2,2.1,0.32,1.38,45,4900,170,24000,,
1642,RIVER NAGAVALI AT JAYKAYPUR D/S,ODISHA,11,25,6.3,7.4,6.9,8.1,145,275,1.1,2.1,0.42,1.75,230,2300,490,4900,2,49
2422,"RIVER NAGAVALI AT PENTA U/S, JAYKAYPUR TOWN",ODISHA,1,25,6.9,7.4,6.7,8.2,135,216,1.1,2.2,0,1.42,130,24000,490,54000,,
1643,RIVER NAGAVALI AT RAYAGADA D/S,ODISHA,10,23,6.9,7.8,6.9,8.2,155,262,1.1,2.3,0.35,1.51,330,2300,1100,4900,5,33
3945,RIVER RUSHIKULYA AT ASKA,ODISHA,21,30,5,9,7.1,8.5,210,332,1.3,2.3,0.32,1.07,130,1300,790,4900,,
1456,RIVER RUSHIKULYA AT GANJAM D/S (NEAR POTTAGARH PORT),ODISHA,19,32,5.2,8.5,7.4,8.3,320,29950,1.2,2.2,0.32,0.75,78,790,330,2400,2,22
1455,"RIVER RUSHIKULYA AT GANJAM U/S (NEAR BABA TOLEKESWAR TEMPLE, KARAPADA) MADHOPUR",ODISHA,19,31,5.9,9.1,7.4,8.5,250,1489,1.1,2.2,0.32,0.64,130,1300,330,4900,2,17
3947,RIVER RUSHIKULYA AT NALABANTA,ODISHA,18,33,5.4,9.8,7.2,8.4,238,890,1.1,1.7,0.32,0.85,170,2300,490,4900,,
2426,RIVER VAMSADHARA AT MUNIGUDA (D/S OF M/S VEDANTA ALUMINA PROJECT),ODISHA,11,26,6.8,7.5,6.9,8.1,133,215,1.1,1.8,0.32,3.18,130,2200,700,4700,,
2427,RIVER VAMSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ODISHA,10,27,6.6,7.4,6.8,8.2,140,246,1.1,2.7,0.32,2.69,78,1100,330,3500,,
3946,RIVER BADA NADI AT ASKA,ODISHA,20,36,5,10.8,6.9,8.5,230,344,1.1,1.8,0.32,1.51,330,2200,790,4900,,
3949,RIVER BAHUDA AT DAMODARPALLY,ODISHA,18,33,5.4,11.6,7.5,8.5,330,894,1.1,2,0.32,1.33,130,1700,790,3500,,
4087,"RIVER GANGAVALI RIVER, NEAR BRIDGE, ANKOLA",KARNATAKA,23,28,7.5,8.1,7.1,7.5,128,195,2,2.7,0.32,0.38,70,94,109,280,15,49
4088,"RIVER AGHANASHINI , NEAR BRIDGE, KUMATA",KARNATAKA,22,29,7.1,7.7,6.9,7.4,69,140,2,2.6,0.3,0.36,49,70,84,140,22,48
4089,RIVER GUNDABAI AT HADINABAI BRIDGE,KARNATAKA,20,28,7.3,7.8,6.9,7.6,77,130,2,2.6,0.3,0.36,38,52,70,150,14,27
4090,RIVER SHARAVATHI NEAR BRIDGE AT HONNAVARA,KARNATAKA,20,29,7.2,7.6,7.1,7.5,62,97,2,2.5,0.3,0.38,39,58,63,180,13,27
4091,RIVER VENKATPUR NEAR KADIVINAKATTE DAM,KARNATAKA,20,28,7.2,7.5,7.1,7.6,58,94,2,2.3,0.3,0.32,38,49,53,120,11,22
4107,"RIVER DAKSHINA PINAKINI NEAR MUGALUR BRIDGE MUGALUR, BENGALURU",KARNATAKA,22,25,0.3,5.8,6.8,7.2,960,1863,5,96,3.2,21,3300,43000000,54000,770000000,,
1685,"RIVER ARASALAR,VIZHUTHIYUR ROAD, ODUDHURAI, KARAIKAL, U.T OF PUDUCHERRY",PUDUCHERRY,26,32,4,7.8,7.4,8.3,688,1798,1,2.9,0,0.32,2,1600,170,1600,2,220
2443,"RIVER GAUTAMI-GODAVARI NEAR ADAVIPOLAM, YANAM,
U.T OF PUDUCHERRY",PUDUCHERRY,29,29,7.1,7.1,8.1,8.1,11960,11960,2.3,2.3,0.32,0.32,,,,,,
2442,"RIVER GAUTAMI-GODAVARI NEAR BALAYOGI BRIDGE, YANAM, U.T OF PUDUCHERRY",PUDUCHERRY,29,29,7.9,7.9,8.5,8.5,3040,3040,1.8,1.8,0.32,0.32,,,,,,
2445,"RIVER MAHE,MAHE REGION, U.T OF PUDUCHERRY",PUDUCHERRY,30,30,6.2,6.2,6.8,6.8,13300,13300,1,1,0.65,0.65,,,,,,
2444,"CORINGA RIVER (TIDAL LOCK), LE CAF? RESTAURANT, YANAM, U.T OF PUDUCHERRY",PUDUCHERRY,28,28,3.8,3.8,7.4,7.4,1667,1667,4.7,4.7,0.32,0.32,,,,,,
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,19,33,4.6,6.6,4.6,8.3,343,567,1,4,2.15,3.04,2,11,2,22,2,2
1450,"RIVER PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,24,29,6.7,7.2,7.2,8.2,,,1,2.1,0.32,0.32,2,37,2,490,2,2
1330,RIVER TAMBIRAPARANI AT AUTHOOR TAMILNADU,TAMIL NADU,24,30,4.2,6.9,6.7,7.9,344,1800,1,3,0.32,5.1,8,27,24,56,,
1159,"RIVER TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM, TAMILNADU",TAMIL NADU,23,27,4.9,7.2,6.7,8,38,128,1,2.9,0.32,0.32,8,26,20,63,,
1160,"RIVER TAMBIRAPARANI AT CHERANMADEVI, CAUSE WAY, TAMILNADU",TAMIL NADU,25,28,5,7.1,6.4,7.9,77,252,1,3,0.32,0.32,9,27,24,58,,
3025,"RIVER TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMIL NADU,24.5,31,4.8,6.5,7,7.9,221,846,1,2.9,0.32,1,9,25,20,70,,
3026,"RIVER TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI,",TAMIL NADU,24,27,5.1,7.1,6.4,7.9,45,168,1,4,0.32,0.32,9,27,17,58,,
1162,"RIVER TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,27,32,4.6,6.8,6.5,7.7,90,526,1,2.9,0.32,0.56,4,20,12,34,,
1329,RIVER TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM,TAMIL NADU,24,27,4.9,7.1,6.5,7.8,40,155,1,4,0.32,0.32,2,26,6,47,,
3029,"RIVER TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMIL NADU,26,30,4,6.8,6.2,7.8,105,584,1,4,0.32,0.32,10,38,21,70,,
3027,"RIVER TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMIL NADU,26,31,4.6,7,6.8,7.9,96,421,1,2.8,0.32,2.42,4,24,17,53,24,24
1328,RIVER TAMBIRAPARANI AT THIRUVIDAIMARUTHUR,TAMIL NADU,25,28,4.8,7.3,6.2,7.8,47,187,1,3,0.32,0.32,8,33,20,63,,
1161,"RIVER TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE,",TAMIL NADU,25,29,4.3,7.2,6.5,8,98,271,1,3,0.32,0.32,8,33,24,58,,
3028,"RIVER TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI,",TAMIL NADU,26,29,4.3,7,6.5,7.9,112,367,1,3,0.32,0.4,9,34,21,63,,
10062,RIVER TAMRABARANI AT TIRUNELVELI D/S,TAMIL NADU,25,29,4.8,7.1,6.8,7.9,108,341,1,6,0.32,2.93,11,38,21,79,,
3405,"RIVER BURIGAON AT BISHALGARH, WEST TRIPURA",TRIPURA,21,32,5.1,6.5,7,7.8,131,232,1.2,2.6,1.1,3.9,43,110,140,350,,
4645,RIVER CHELIKHOLA D/S OF BURIGAON,TRIPURA,21,31.5,5.2,6.6,7,7.6,127,181,1.3,2.3,0.9,2.7,39,94,120,350,,
4646,RIVER GOLAGHATI U/S OF BURIGAON RIVER,TRIPURA,21,32,5.3,6.8,7.1,7.8,130,198,1.2,2.3,0.8,2.5,34,84,110,350,,
4655,RIVER DEO AT KANCHANPUR,TRIPURA,20.5,31.5,5.3,6.5,7,7.6,142,201,1.2,2.4,0.9,2.4,27,70,94,280,,
3422,"RIVER DEO AT PECHARTHAL D/S, NORTH TRIPURA",TRIPURA,21,30,5.3,6.7,6.9,7.7,118,174,1.1,2.1,0.6,1.9,27,48,84,210,,
4219,RIVER DEO AT SANTIPUR,TRIPURA,21,30.5,5.2,6.8,7,7.8,130,229,1.2,2.4,0.7,1.9,31,70,94,240,,
4220,RIVER DEO AT SUBASH NAGAR,TRIPURA,20.5,31,5.4,6.7,6.5,7,122,187,1.1,1.9,0.7,1.9,26,63,84,220,,
3414,"RIVER DHALAI AT CHANDRAIPARA, D/S OF AMBASSA TOWN, DHALAI",TRIPURA,20.5,30,5.3,6.7,7,7.7,114,168,1.1,1.8,0.7,1.3,21,58,70,170,,
3415,"RIVER DHALAI AT KAMALPUR D/S, DHALAI",TRIPURA,21,30.5,5.3,6.4,6.9,7.6,111,163,1.2,2.1,0.6,1.8,21,63,63,210,,
3416,"RIVER DHALAI AT MANIK BHANDHER, DHALAI",TRIPURA,20.5,30.5,5.3,6.5,7,7.6,122,182,1.2,2.2,0.6,1.9,27,63,70,210,,
3411,"RIVER FENI AT CHOTOKHIL BATTALA, SOUTH TRIPURA",TRIPURA,21,31,5.5,6.4,7,7.6,119,169,1.2,1.8,0.7,1.8,31,58,94,170,,
3410,"RIVER FENI AT SABROOM (INTERSTATE BOUNDARY), SOUTH TRIPURA",TRIPURA,21,31,5.4,6.6,6.9,7.5,128,168,1.2,1.9,0.8,2.2,31,63,94,210,,
3407,"RIVER GUMTI AT AMARPUR, SOUTH TRIPURA",TRIPURA,21,31.5,5.6,6.7,7.1,7.6,127,179,1.1,1.8,0.7,2,27,63,94,210,,
1404,"RIVER GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,21,31.5,5.1,6.8,7.2,7.7,157,231,1.5,2.6,1.1,3,47,110,130,350,,
3406,"RIVER GUMTI AT RAJDHARNAGAR, SOUTH TRIPURA",TRIPURA,21,31.5,5.2,6.8,6.9,7.7,129,187,1.1,1.8,0.8,1.8,39,63,110,240,,
3409,"RIVER GUMTI AT SUBHAS SETU, DHAJANAGAR, D/S UDAIPUR CITY, SOUTH TRIPURA",TRIPURA,21,30.5,5.2,6.5,7,7.7,123,174,1.2,1.8,0.8,1.8,41,63,110,170,,
3408,"RIVER GUMTI AT THIRTHAMUKH, SOUTH TRIPURA",TRIPURA,21,30.5,5.6,6.8,7.1,7.8,111,169,1.1,1.9,0.7,1.8,31,63,110,210,,
1403,"RIVER GUMTI AT U/S SOUTH TRIPURA, TRIPURA",TRIPURA,21,30,5.2,6.9,7.2,7.5,130,189,1.1,1.8,0.7,2.1,39,58,94,210,,
3401,"RIVER HAORA AT ARALIA, WEST TRIPURA",TRIPURA,21,32.5,5.1,6.8,6.7,7.2,141,194,1.2,2.6,1.3,2.9,43,110,150,430,,
4640,"RIVER HAORA AT BORDOWALI, HAORA",TRIPURA,21,32,5.2,7.1,7,7.6,143,191,1.4,2.4,1.2,2.6,58,94,140,350,,
3397,"RIVER HAORA AT DASHAMIGHAT, WEST TRIPURA",TRIPURA,21,32.5,4.9,6.3,6.9,7.6,153,225,1.7,2.9,1.3,3.2,49,140,350,540,,
3403,"RIVER HAORA AT JOYNAGAR, WEST TRIPURA",TRIPURA,20.5,30.5,5.6,6.7,6.8,7.6,122,179,1.1,1.8,0.6,1.8,25,58,94,220,,
3402,"RIVER HAORA AT KALABAGAN, WEST TRIPURA",TRIPURA,20.5,30.5,5.5,6.8,7.2,7.8,122,191,1.2,1.8,0.7,1.9,23,63,94,240,,
1726,"RIVER HAORA D/S OF CHANDRAPUR, AGARTALA D/S OF TRIPURA",TRIPURA,21.5,31.5,5.5,6.8,7,7.6,154,219,1.2,1.9,0.9,2.5,38,70,130,240,,
4654,RIVER JURI AT CHAMTALI,TRIPURA,20.5,31.5,5.3,7.1,6.9,7.6,127,178,1.2,2.1,0.7,2.2,31,63,94,280,,
3421,"RIVER JURI AT KRISHNAPUR, D/S OF DHARMANAGAR, NORTH TRIPURA",TRIPURA,20,30,5.4,6.6,7,7.6,127,175,1.2,1.6,0.8,1.7,25,48,70,150,,
3400,"RIVER KHOWAI AT CHAKMAGHAT, WEST TRIPURA",TRIPURA,21,31,5.2,6.6,6.9,7.4,122,171,1.2,1.9,0.8,1.8,22,58,49,210,,
3404,"RIVER KHOWAI AT KARAILONG, TELIAMURA, WEST TRIPURA",TRIPURA,20.5,30.5,5.3,6.4,6.9,7.6,113,188,1.1,1.7,0.7,2,27,47,63,170,,
3399,"RIVER KHOWAI AT KUMARI MADHUTI SETU, WEST TRIPURA",TRIPURA,20.5,30.5,5.6,6.8,6.9,7.3,127,174,1.1,1.8,0.9,1.9,31,58,110,170,,
3398,"RIVER KHOWAI AT TRISHA BARI, TELIAMURA, WEST TRIPURA",TRIPURA,21,30.5,5.4,6.8,7,7.7,124,168,1.1,1.8,0.7,2,31,58,94,210,,
3420,"RIVER LONGAI AT DAMCHERRA (INTERSTATE BOUNDRY), NORTH TRIPURA",TRIPURA,19.5,30,5.5,6.8,7,7.7,133,189,1.2,1.8,0.6,1.4,25,48,70,150,,
3412,"RIVER MUHARI AT BANKAR (INTERSTATE BOUNDRY), BELONIA, SOUTH TRIPURA",TRIPURA,21,30.5,5.7,6.8,7.1,7.7,118,171,1.2,2.1,0.7,1.9,31,63,94,220,,
3413,"RIVER MUHARI AT MUHARICHAR, SOUTH TRIPURA",TRIPURA,21,30.5,5.6,6.8,6.9,7.6,119,167,1.2,1.9,0.6,1.7,22,58,84,210,,
